date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,day_of_week,hour_of_day,is_weekend
2024-01-04,13H 28M 0S,Thursday,UNION STATION,SUDP,0,0,N,YU,6016,Thursday,13,FALSE
2024-01-04,13H 58M 0S,Thursday,FINCH STATION,MUSAN,5,10,S,YU,5386,Thursday,13,FALSE
2024-01-04,14H 20M 0S,Thursday,YORK MILLS STATION,MUI,17,22,S,YU,5581,Thursday,14,FALSE
2024-01-04,14H 27M 0S,Thursday,CHRISTIE STATION,SUO,0,0,W,BD,5310,Thursday,14,FALSE
2024-01-04,15H 1M 0S,Thursday,COXWELL STATION,MUIRS,0,0,NA,BD,0,Thursday,15,FALSE
2024-01-04,15H 23M 0S,Thursday,HIGH PARK STATION,SUDP,3,7,W,BD,5203,Thursday,15,FALSE
2024-01-04,15H 36M 0S,Thursday,JANE STATION,SUAP,0,0,NA,BD,0,Thursday,15,FALSE
2024-01-04,15H 42M 0S,Thursday,DUNDAS STATION,SUDP,0,0,NA,YU,0,Thursday,15,FALSE
2024-01-04,15H 47M 0S,Thursday,COLLEGE STATION,SUUT,0,0,N,YU,5546,Thursday,15,FALSE
2024-01-04,15H 52M 0S,Thursday,BLOOR STATION,SUO,0,0,N,YU,5951,Thursday,15,FALSE
2024-01-04,16H 4M 0S,Thursday,WILSON STATION,MUO,0,0,NA,YU,0,Thursday,16,FALSE
2024-01-04,16H 5M 0S,Thursday,MUSEUM STATION,EUDO,14,17,S,YU,6061,Thursday,16,FALSE
2024-01-04,16H 12M 0S,Thursday,WOODBINE STATION,MUNCA,0,0,NA,BD,0,Thursday,16,FALSE
2024-01-04,16H 13M 0S,Thursday,ST GEORGE BD STATION,MUNCA,0,0,NA,BD,0,Thursday,16,FALSE
2024-01-04,16H 15M 0S,Thursday,CHRISTIE STATION,MUNCA,0,0,NA,BD,0,Thursday,16,FALSE
2024-01-04,16H 17M 0S,Thursday,ST PATRICK STATION,MUNCA,0,0,NA,YU,0,Thursday,16,FALSE
2024-01-04,16H 19M 0S,Thursday,BAY STATION,SUAP,0,0,NA,BD,0,Thursday,16,FALSE
2024-01-04,16H 29M 0S,Thursday,SPADINA BD STATION,MUIS,0,0,NA,BD,0,Thursday,16,FALSE
2024-01-04,16H 31M 0S,Thursday,ST CLAIR STATION,PUOPO,4,7,N,YU,5589,Thursday,16,FALSE
2024-01-04,16H 34M 0S,Thursday,NORTH YORK CTR STATION,SUO,0,0,S,YU,5651,Thursday,16,FALSE
2024-01-04,16H 42M 0S,Thursday,LAWRENCE STATION,PUOPO,3,6,N,YU,5896,Thursday,16,FALSE
2024-01-04,16H 53M 0S,Thursday,KIPLING STATION,PUMEL,0,0,NA,BD,0,Thursday,16,FALSE
2024-01-04,16H 54M 0S,Thursday,ST CLAIR STATION,MUATC,5,8,S,YU,5781,Thursday,16,FALSE
2024-01-04,17H 16M 0S,Thursday,QUEEN'S PARK STATION,MUIS,0,0,NA,YU,0,Thursday,17,FALSE
2024-01-04,17H 22M 0S,Thursday,COLLEGE STATION,MUIS,0,0,NA,YU,0,Thursday,17,FALSE
2024-01-04,17H 29M 0S,Thursday,BATHURST STATION,MUIS,0,0,NA,BD,0,Thursday,17,FALSE
2024-01-04,17H 47M 0S,Thursday,WARDEN STATION,PUMST,0,0,NA,BD,0,Thursday,17,FALSE
2024-01-04,18H 59M 0S,Thursday,BROADVIEW STATION,MUSC,3,6,E,BD,5365,Thursday,18,FALSE
2024-01-04,19H 4M 0S,Thursday,YORKDALE STATION,PUMEL,0,0,NA,YU,0,Thursday,19,FALSE
2024-01-04,19H 25M 0S,Thursday,BLOOR STATION,SUDP,4,11,N,YU,5516,Thursday,19,FALSE
2024-01-04,19H 43M 0S,Thursday,FINCH STATION,TUNIP,5,8,S,YU,5891,Thursday,19,FALSE
2024-01-04,19H 50M 0S,Thursday,ST ANDREW STATION,MUIS,0,0,NA,YU,0,Thursday,19,FALSE
2024-01-04,20H 21M 0S,Thursday,BLOOR STATION,SUSA,0,0,N,YU,5906,Thursday,20,FALSE
2024-01-04,20H 22M 0S,Thursday,KENNEDY BD STATION,MUIS,0,0,NA,BD,0,Thursday,20,FALSE
2024-01-04,20H 57M 0S,Thursday,UNION AND DOWNSVIEW,MUO,0,0,NA,YU,0,Thursday,20,FALSE
2024-01-04,20H 57M 0S,Thursday,CHESTER STATION,MUIRS,0,0,W,BD,0,Thursday,20,FALSE
2024-01-04,21H 40M 0S,Thursday,DUNDAS STATION,SUO,0,0,S,YU,5431,Thursday,21,FALSE
2024-01-04,22H 0M 0S,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,B,YU/BD,0,Thursday,22,FALSE
2024-01-04,22H 2M 0S,Thursday,ISLINGTON STATION,MUSC,0,0,E,BD,5350,Thursday,22,FALSE
2024-01-04,22H 30M 0S,Thursday,UNION STATION,MUIS,0,0,NA,YU,0,Thursday,22,FALSE
2024-01-04,22H 38M 0S,Thursday,CHRISTIE STATION,SUDP,0,0,NA,BD,0,Thursday,22,FALSE
2024-01-04,22H 38M 0S,Thursday,SHEPPARD STATION,SUO,0,0,N,YU,5771,Thursday,22,FALSE
2024-01-04,23H 8M 0S,Thursday,KENNEDY BD STATION,TUNIP,3,8,W,BD,0,Thursday,23,FALSE
2024-01-04,23H 21M 0S,Thursday,WARDEN STATION,SUDP,0,0,NA,BD,0,Thursday,23,FALSE
2024-01-04,23H 35M 0S,Thursday,DUNDAS STATION,MUIS,0,0,S,YU,0,Thursday,23,FALSE
2024-01-04,15M 0S,Thursday,WOODBINE STATION,SUO,16,21,E,BD,5168,Thursday,0,FALSE
2024-01-04,31M 0S,Thursday,BLOOR STATION,MUIS,0,0,N,YU,0,Thursday,0,FALSE
2024-01-04,45M 0S,Thursday,GREENWOOD STATION,SUO,0,0,NA,BD,0,Thursday,0,FALSE
2024-01-04,1H 29M 0S,Thursday,KING STATION,SUDP,0,0,NA,YU,0,Thursday,1,FALSE
2024-01-04,1H 58M 0S,Thursday,KENNEDY BD STATION,MUIS,0,0,W,BD,5150,Thursday,1,FALSE
2024-01-04,11H 40M 0S,Thursday,SHEPPARD-YONGE STATION,MUO,0,0,E,SHP,0,Thursday,11,FALSE
2024-01-04,19H 12M 0S,Thursday,DON MILLS STATION,SUDP,5,12,W,SHP,6146,Thursday,19,FALSE
2024-01-04,23H 56M 0S,Thursday,SHEPPARD-YONGE STATION,SUDP,11,18,E,SHP,6176,Thursday,23,FALSE
2024-01-05,2H 51M 0S,Friday,FINCH STATION,SUO,0,0,NA,YU,0,Friday,2,FALSE
2024-01-05,6H 27M 0S,Friday,LAWRENCE STATION,PUOPO,4,7,N,YU,5896,Friday,6,FALSE
2024-01-05,6H 30M 0S,Friday,ROYAL YORK STATION,EUSC,0,0,E,BD,5321,Friday,6,FALSE
2024-01-05,6H 30M 0S,Friday,BAY STATION,SUUT,0,0,E,BD,5134,Friday,6,FALSE
2024-01-05,7H 13M 0S,Friday,GREENWOOD STATION,EUME,3,6,E,BD,5081,Friday,7,FALSE
2024-01-05,7H 24M 0S,Friday,BLOOR STATION,SUO,3,6,S,YU,5471,Friday,7,FALSE
2024-01-05,7H 28M 0S,Friday,ST GEORGE YUS STATION,MUIR,0,0,N,YU,5601,Friday,7,FALSE
2024-01-05,7H 56M 0S,Friday,ISLINGTON STATION,PUMO,0,0,NA,BD,0,Friday,7,FALSE
2024-01-05,7H 58M 0S,Friday,DUNDAS STATION,MUIS,0,0,NA,YU,0,Friday,7,FALSE
2024-01-05,8H 18M 0S,Friday,ST GEORGE YUS STATION,SUDP,0,0,S,YU,5711,Friday,8,FALSE
2024-01-05,8H 34M 0S,Friday,BLOOR STATION,MUIR,0,0,N,YU,5531,Friday,8,FALSE
2024-01-05,8H 38M 0S,Friday,VAUGHAN MC STATION,MUATC,3,6,S,YU,5391,Friday,8,FALSE
2024-01-05,8H 51M 0S,Friday,DUFFERIN STATION,MUPAA,0,0,E,BD,5089,Friday,8,FALSE
2024-01-05,8H 53M 0S,Friday,BLOOR STATION,SUDP,8,11,N,YU,6081,Friday,8,FALSE
2024-01-05,8H 57M 0S,Friday,ISLINGTON STATION,EUBK,12,15,W,BD,5129,Friday,8,FALSE
2024-01-05,9H 11M 0S,Friday,BLOOR STATION,SUDP,0,0,N,YU,5546,Friday,9,FALSE
2024-01-05,9H 43M 0S,Friday,VICTORIA PARK STATION,MUSAN,3,6,E,BD,5119,Friday,9,FALSE
2024-01-05,10H 23M 0S,Friday,KENNEDY BD STATION,SUDP,0,0,W,BD,5344,Friday,10,FALSE
2024-01-05,10H 23M 0S,Friday,SHERBOURNE STATION,SUDP,0,0,NA,BD,0,Friday,10,FALSE
2024-01-05,11H 16M 0S,Friday,SHEPPARD STATION,MUIRS,0,0,S,YU,0,Friday,11,FALSE
2024-01-05,11H 39M 0S,Friday,MAIN STREET STATION,SUAE,17,21,E,BD,5269,Friday,11,FALSE
2024-01-05,11H 54M 0S,Friday,FINCH WEST STATION,MUIRS,0,0,NA,YU,0,Friday,11,FALSE
2024-01-05,12H 23M 0S,Friday,SHEPPARD WEST STATION,MUIR,0,0,S,YU,5911,Friday,12,FALSE
2024-01-05,12H 43M 0S,Friday,VAUGHAN MC STATION,MUI,0,0,S,YU,5496,Friday,12,FALSE
2024-01-05,13H 7M 0S,Friday,SHERBOURNE STATION,MUIS,0,0,E,BD,0,Friday,13,FALSE
2024-01-05,13H 26M 0S,Friday,COLLEGE STATION,SUDP,4,9,N,YU,5781,Friday,13,FALSE
2024-01-05,13H 53M 0S,Friday,WELLESLEY STATION,MUPAA,0,0,N,YU,5831,Friday,13,FALSE
2024-01-05,13H 59M 0S,Friday,BROADVIEW STATION,MUIS,0,0,NA,BD,0,Friday,13,FALSE
2024-01-05,14H 15M 0S,Friday,WILSON STATION,SUUT,0,0,N,YU,6031,Friday,14,FALSE
2024-01-05,15H 24M 0S,Friday,EGLINTON STATION,SUO,0,0,NA,YU,0,Friday,15,FALSE
2024-01-05,15H 26M 0S,Friday,COXWELL STATION,TUNIP,5,9,E,BD,5029,Friday,15,FALSE
2024-01-05,15H 45M 0S,Friday,BATHURST STATION,SUO,0,0,W,BD,5213,Friday,15,FALSE
2024-01-05,16H 1M 0S,Friday,VICTORIA PARK STATION,MUIS,0,0,NA,BD,0,Friday,16,FALSE
2024-01-05,16H 27M 0S,Friday,CHESTER STATION,TUSC,0,0,E,BD,5304,Friday,16,FALSE
2024-01-05,16H 33M 0S,Friday,YORK MILLS STATION,SUDP,12,15,N,YU,6021,Friday,16,FALSE
2024-01-05,16H 46M 0S,Friday,SUMMERHILL STATION,PUOPO,0,0,N,YU,5676,Friday,16,FALSE
2024-01-05,17H 13M 0S,Friday,FINCH WEST STATION,MUPAA,3,6,N,YU,5616,Friday,17,FALSE
2024-01-05,17H 25M 0S,Friday,LAWRENCE STATION,PUOPO,4,7,N,YU,5896,Friday,17,FALSE
2024-01-05,17H 28M 0S,Friday,KEELE STATION,SUDP,9,18,N,BD,8302,Friday,17,FALSE
2024-01-05,17H 50M 0S,Friday,UNION STATION,MUIR,7,10,N,YU,6126,Friday,17,FALSE
2024-01-05,17H 54M 0S,Friday,COLLEGE STATION,MUPAA,3,6,S,YU,5661,Friday,17,FALSE
2024-01-05,18H 9M 0S,Friday,DUFFERIN STATION,PUMST,0,0,NA,BD,0,Friday,18,FALSE
2024-01-05,18H 15M 0S,Friday,BLOOR STATION,SUO,22,25,S,YU,5941,Friday,18,FALSE
2024-01-05,18H 20M 0S,Friday,YONGE BD STATION,SUO,22,25,E,BD,5213,Friday,18,FALSE
2024-01-05,18H 21M 0S,Friday,ST GEORGE YUS STATION,EUDO,4,7,N,YU,6046,Friday,18,FALSE
2024-01-05,18H 51M 0S,Friday,DUNDAS STATION,SUO,0,0,S,YU,0,Friday,18,FALSE
2024-01-05,19H 17M 0S,Friday,COLLEGE STATION,SUO,0,0,S,YU,6116,Friday,19,FALSE
2024-01-05,19H 34M 0S,Friday,ST GEORGE BD STATION,MUI,13,18,W,BD,5130,Friday,19,FALSE
2024-01-05,19H 40M 0S,Friday,COXWELL STATION,SUDP,6,11,W,BD,5137,Friday,19,FALSE
2024-01-05,19H 45M 0S,Friday,YONGE BD STATION,MUIR,4,9,E,BD,5222,Friday,19,FALSE
2024-01-05,19H 48M 0S,Friday,UNION STATION,MUPAA,3,6,N,YU,6076,Friday,19,FALSE
2024-01-05,19H 53M 0S,Friday,LAWRENCE WEST STATION,SUO,0,0,S,YU,5996,Friday,19,FALSE
2024-01-05,20H 21M 0S,Friday,BROADVIEW STATION,SUDP,0,0,NA,BD,0,Friday,20,FALSE
2024-01-05,21H 1M 0S,Friday,BROADVIEW STATION,MUIR,8,13,E,BD,5369,Friday,21,FALSE
2024-01-05,21H 33M 0S,Friday,WARDEN STATION,SUDP,0,0,E,BD,5049,Friday,21,FALSE
2024-01-05,21H 37M 0S,Friday,YORK MILLS STATION,MUPAA,3,8,N,YU,5036,Friday,21,FALSE
2024-01-05,21H 40M 0S,Friday,YORK MILLS STATION,SUO,15,20,S,YU,6116,Friday,21,FALSE
2024-01-05,21H 50M 0S,Friday,SHEPPARD STATION,MUPAA,0,0,N,YU,5636,Friday,21,FALSE
2024-01-05,22H 0M 0S,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/BD,0,Friday,22,FALSE
2024-01-05,22H 13M 0S,Friday,FINCH STATION,SUUT,14,19,N,YU,5931,Friday,22,FALSE
2024-01-05,52M 0S,Friday,HIGH PARK STATION,PUMEL,0,0,NA,BD,0,Friday,0,FALSE
2024-01-05,1H 4M 0S,Friday,COXWELL STATION,SUUT,0,0,W,BD,5315,Friday,1,FALSE
2024-01-05,1H 8M 0S,Friday,DUFFERIN STATION,SUG,0,0,W,BD,5175,Friday,1,FALSE
2024-01-05,1H 21M 0S,Friday,EGLINTON STATION,SUEAS,20,25,N,YU,6136,Friday,1,FALSE
2024-01-06,2H 42M 0S,Saturday,FINCH STATION,MUIRS,0,0,NA,YU,0,Saturday,2,TRUE
2024-01-06,2H 59M 0S,Saturday,VAUGHAN MC STATION,MUIS,0,0,NA,YU,0,Saturday,2,TRUE
2024-01-06,4H 29M 0S,Saturday,SPADINA BD STATION,MUIS,0,0,NA,BD,0,Saturday,4,TRUE
2024-01-06,5H 50M 0S,Saturday,DUFFERIN STATION,SUDP,0,0,NA,BD,0,Saturday,5,TRUE
2024-01-06,6H 25M 0S,Saturday,DOWNSVIEW PARK STATION,PUOPO,7,13,S,YU,6106,Saturday,6,TRUE
2024-01-06,6H 33M 0S,Saturday,SHEPPARD WEST STATION,PUOPO,6,12,S,YU,6106,Saturday,6,TRUE
2024-01-06,8H 52M 0S,Saturday,BROADVIEW STATION,PUSI,0,0,W,BD,5139,Saturday,8,TRUE
2024-01-06,8H 54M 0S,Saturday,BROADVIEW STATION,PUSI,8,13,W,BD,5139,Saturday,8,TRUE
2024-01-06,9H 16M 0S,Saturday,CHRISTIE STATION,SUDP,8,13,W,BD,5171,Saturday,9,TRUE
2024-01-06,10H 5M 0S,Saturday,SHEPPARD WEST STATION,PUMEL,0,0,NA,YU,0,Saturday,10,TRUE
2024-01-06,10H 27M 0S,Saturday,VICTORIA PARK STATION,PUMEL,0,0,NA,BD,0,Saturday,10,TRUE
2024-01-06,10H 35M 0S,Saturday,CHRISTIE STATION,SUUT,0,0,E,BD,5089,Saturday,10,TRUE
2024-01-06,10H 44M 0S,Saturday,CHRISTIE STATION,SUDP,0,0,E,BD,5315,Saturday,10,TRUE
2024-01-06,10H 44M 0S,Saturday,WARDEN STATION,MUIS,0,0,NA,BD,0,Saturday,10,TRUE
2024-01-06,11H 36M 0S,Saturday,OSSINGTON STATION,MUIS,0,0,NA,BD,0,Saturday,11,TRUE
2024-01-06,12H 3M 0S,Saturday,LANSDOWNE STATION,SUUT,12,16,E,BD,5168,Saturday,12,TRUE
2024-01-06,12H 9M 0S,Saturday,LANSDOWNE STATION,MUO,4,8,E,BD,5168,Saturday,12,TRUE
2024-01-06,12H 21M 0S,Saturday,KENNEDY BD STATION,PUMEL,0,0,NA,BD,0,Saturday,12,TRUE
2024-01-06,12H 39M 0S,Saturday,CHESTER STATION,SUO,7,11,E,BD,5295,Saturday,12,TRUE
2024-01-06,12H 43M 0S,Saturday,DUNDAS WEST STATION,SUUT,0,0,W,BD,5252,Saturday,12,TRUE
2024-01-06,12H 59M 0S,Saturday,DUNDAS WEST STATION,SUO,0,0,NA,BD,0,Saturday,12,TRUE
2024-01-06,12H 59M 0S,Saturday,VICTORIA PARK STATION,SUUT,0,0,E,BD,5102,Saturday,12,TRUE
2024-01-06,13H 8M 0S,Saturday,VICTORIA PARK STATION,MUIS,0,0,NA,BD,0,Saturday,13,TRUE
2024-01-06,13H 11M 0S,Saturday,BAY STATION,SUDP,3,7,E,BD,5031,Saturday,13,TRUE
2024-01-06,13H 23M 0S,Saturday,WILSON STATION,SUO,0,0,NA,YU,0,Saturday,13,TRUE
2024-01-06,13H 31M 0S,Saturday,WILSON STATION,SUO,0,0,NA,YU,0,Saturday,13,TRUE
2024-01-06,13H 33M 0S,Saturday,FINCH STATION,SUDP,27,31,S,YU,5546,Saturday,13,TRUE
2024-01-06,13H 45M 0S,Saturday,SPADINA YUS STATION,MUIS,13,17,S,YU,6071,Saturday,13,TRUE
2024-01-06,13H 48M 0S,Saturday,COLLEGE STATION,SUAP,0,0,NA,YU,0,Saturday,13,TRUE
2024-01-06,14H 5M 0S,Saturday,YORK MILLS STATION,SUUT,3,7,N,YU,5891,Saturday,14,TRUE
2024-01-06,14H 17M 0S,Saturday,SHEPPARD STATION,SUDP,0,0,S,YU,5636,Saturday,14,TRUE
2024-01-06,14H 24M 0S,Saturday,OSSINGTON STATION,TUSC,3,7,E,YU,5089,Saturday,14,TRUE
2024-01-06,14H 29M 0S,Saturday,FINCH STATION,TUO,4,8,NA,YU,5891,Saturday,14,TRUE
2024-01-06,14H 33M 0S,Saturday,BLOOR STATION,PUSCR,4,8,S,YU,5716,Saturday,14,TRUE
2024-01-06,14H 44M 0S,Saturday,DUNDAS STATION,MUIS,0,0,NA,YU,0,Saturday,14,TRUE
2024-01-06,14H 45M 0S,Saturday,YONGE BD STATION,MUD,8,12,W,BD,5106,Saturday,14,TRUE
2024-01-06,15H 16M 0S,Saturday,KEELE STATION,SUO,0,0,NA,BD,0,Saturday,15,TRUE
2024-01-06,15H 31M 0S,Saturday,SPADINA BD STATION,MUIR,3,7,E,BD,5049,Saturday,15,TRUE
2024-01-06,15H 54M 0S,Saturday,VAUGHAN MC STATION,TUNOA,4,8,NA,YU,6026,Saturday,15,TRUE
2024-01-06,15H 55M 0S,Saturday,UNION STATION,MUPAA,4,8,N,YU,5761,Saturday,15,TRUE
2024-01-06,16H 49M 0S,Saturday,COXWELL STATION,MUNCA,0,0,NA,BD,0,Saturday,16,TRUE
2024-01-06,16H 51M 0S,Saturday,ST PATRICK STATION,MUNCA,0,0,NA,YU,0,Saturday,16,TRUE
2024-01-06,17H 31M 0S,Saturday,VAUGHAN MC STATION,TUNOA,4,8,S,YU,5916,Saturday,17,TRUE
2024-01-06,17H 34M 0S,Saturday,UNION STATION,SUUT,5,9,N,YU,5516,Saturday,17,TRUE
2024-01-06,17H 51M 0S,Saturday,QUEEN STATION,MUNCA,0,0,NA,YU,0,Saturday,17,TRUE
2024-01-06,18H 48M 0S,Saturday,DUNDAS WEST STATION,MUPAA,3,7,E,BD,5031,Saturday,18,TRUE
2024-01-06,18H 49M 0S,Saturday,DONLANDS STATION,PUSI,0,0,W,BD,5360,Saturday,18,TRUE
2024-01-06,19H 12M 0S,Saturday,MAIN STREET STATION,SUDP,10,15,E,BD,5176,Saturday,19,TRUE
2024-01-06,19H 13M 0S,Saturday,KENNEDY BD STATION,MUI,0,0,W,YU,5149,Saturday,19,TRUE
2024-01-06,19H 15M 0S,Saturday,EGLINTON STATION,MUNCA,0,0,NA,YU,0,Saturday,19,TRUE
2024-01-06,19H 40M 0S,Saturday,COLLEGE STATION,SUDP,0,0,NA,YU,0,Saturday,19,TRUE
2024-01-06,19H 59M 0S,Saturday,KIPLING STATION,EUAC,5,10,E,BD,5052,Saturday,19,TRUE
2024-01-06,20H 30M 0S,Saturday,SHEPPARD WEST STATION,MUTO,4,8,N,YU,5806,Saturday,20,TRUE
2024-01-06,20H 42M 0S,Saturday,BROADVIEW STATION,MUIS,0,0,E,BD,0,Saturday,20,TRUE
2024-01-06,20H 43M 0S,Saturday,WOODBINE STATION,TUSC,0,0,W,BD,5213,Saturday,20,TRUE
2024-01-06,22H 0M 0S,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/BD,0,Saturday,22,TRUE
2024-01-06,22H 33M 0S,Saturday,FINCH STATION,TUSET,6,12,S,YU,5906,Saturday,22,TRUE
2024-01-06,22H 45M 0S,Saturday,VICTORIA PARK STATION,PUSSW,6,12,E,BD,5031,Saturday,22,TRUE
2024-01-06,22H 54M 0S,Saturday,SPADINA BD STATION,SUO,0,0,NA,BD,0,Saturday,22,TRUE
2024-01-06,23H 6M 0S,Saturday,DUFFERIN STATION,MUTO,0,0,E,BD,5146,Saturday,23,TRUE
2024-01-06,24M 0S,Saturday,BLOOR STATION,SUROB,6,12,N,YU,5611,Saturday,0,TRUE
2024-01-06,34M 0S,Saturday,COLLEGE STATION,SUUT,7,13,S,YU,5866,Saturday,0,TRUE
2024-01-06,37M 0S,Saturday,YONGE BD STATION,SUO,0,0,E,BD,5173,Saturday,0,TRUE
2024-01-06,1H 59M 0S,Saturday,ST CLAIR WEST STATION,MUFS,6,12,N,YU,6076,Saturday,1,TRUE
2024-01-06,13H 23M 0S,Saturday,SHEPPARD-YONGE STATION,SUDP,8,15,E,SHP,6191,Saturday,13,TRUE
2024-01-06,16H 53M 0S,Saturday,SHEPPARD-YONGE STATION,MUNCA,0,0,NA,SHP,0,Saturday,16,TRUE
2024-01-07,2H 4M 0S,Sunday,SHEPPARD WEST STATION,MUIS,0,0,NA,YU,0,Sunday,2,TRUE
2024-01-07,2H 24M 0S,Sunday,SPADINA BD STATION,MUIRS,0,0,NA,BD,0,Sunday,2,TRUE
2024-01-07,2H 26M 0S,Sunday,WILSON STATION,MUIS,0,0,NA,YU,0,Sunday,2,TRUE
2024-01-07,7H 38M 0S,Sunday,SHEPPARD WEST STATION,TUNOA,12,24,N,YU,0,Sunday,7,TRUE
2024-01-07,8H 25M 0S,Sunday,UNION STATION,TUATC,3,0,N,YU,5651,Sunday,8,TRUE
2024-01-07,8H 53M 0S,Sunday,KEELE STATION,MUSC,0,0,W,BD,5139,Sunday,8,TRUE
2024-01-07,9H 12M 0S,Sunday,DUFFERIN STATION,MUIRS,0,0,W,BD,5318,Sunday,9,TRUE
2024-01-07,9H 57M 0S,Sunday,ST PATRICK STATION,SUO,0,0,S,YU,0,Sunday,9,TRUE
2024-01-07,10H 17M 0S,Sunday,BAYVIEW STATION,SUUT,50,57,E,SHP,6166,Sunday,10,TRUE
2024-01-07,11H 9M 0S,Sunday,VICTORIA PARK STATION,SUDP,0,0,W,BD,0,Sunday,11,TRUE
2024-01-07,11H 11M 0S,Sunday,EGLINTON STATION,PUOPO,6,10,S,YU,5906,Sunday,11,TRUE
2024-01-07,11H 18M 0S,Sunday,FINCH STATION,SUO,0,0,NA,YU,0,Sunday,11,TRUE
2024-01-07,11H 19M 0S,Sunday,SPADINA STATION,MUIRS,0,0,E,BD,0,Sunday,11,TRUE
2024-01-07,11H 51M 0S,Sunday,ST GEORGE YUS STATION,EUDO,10,14,S,YU,5631,Sunday,11,TRUE
2024-01-07,11H 53M 0S,Sunday,ST CLAIR STATION,MUO,0,0,NA,YU,0,Sunday,11,TRUE
2024-01-07,12H 3M 0S,Sunday,WARDEN STATION,EUNT,12,16,W,BD,5063,Sunday,12,TRUE
2024-01-07,12H 6M 0S,Sunday,WILSON STATION,PUOPO,6,10,N,YU,5906,Sunday,12,TRUE
2024-01-07,13H 18M 0S,Sunday,EGLINTON WEST STATION,MUSAN,5,9,N,YU,5386,Sunday,13,TRUE
2024-01-07,13H 33M 0S,Sunday,QUEEN STATION,SUUT,6,10,N,YU,5926,Sunday,13,TRUE
2024-01-07,13H 59M 0S,Sunday,VICTORIA PARK STATION,TUO,0,0,E,BD,5242,Sunday,13,TRUE
2024-01-07,14H 2M 0S,Sunday,EGLINTON STATION,PUOPO,5,9,S,YU,5906,Sunday,14,TRUE
2024-01-07,14H 22M 0S,Sunday,KENNEDY BD STATION,SUDP,0,0,NA,BD,0,Sunday,14,TRUE
2024-01-07,15H 18M 0S,Sunday,FINCH STATION,SUDP,0,0,S,YU,5736,Sunday,15,TRUE
2024-01-07,15H 35M 0S,Sunday,COLLEGE STATION,SUDP,0,0,S,YU,5811,Sunday,15,TRUE
2024-01-07,15H 40M 0S,Sunday,KENNEDY BD STATION,MUI,4,8,W,BD,5315,Sunday,15,TRUE
2024-01-07,16H 27M 0S,Sunday,WELLESLEY STATION,MUIS,0,0,N,YU,0,Sunday,16,TRUE
2024-01-07,16H 38M 0S,Sunday,EGLINTON STATION,PUOPO,0,0,S,YU,5906,Sunday,16,TRUE
2024-01-07,17H 14M 0S,Sunday,COXWELL STATION,TUSC,0,0,E,BD,5299,Sunday,17,TRUE
2024-01-07,17H 33M 0S,Sunday,DAVISVILLE STATION,SUO,0,0,S,YU,5681,Sunday,17,TRUE
2024-01-07,17H 43M 0S,Sunday,DUNDAS STATION,MUIRS,0,0,NA,YU,0,Sunday,17,TRUE
2024-01-07,17H 57M 0S,Sunday,EGLINTON WEST STATION,SUDP,0,0,S,YU,5861,Sunday,17,TRUE
2024-01-07,18H 41M 0S,Sunday,KEELE STATION,SUROB,0,0,NA,BD,0,Sunday,18,TRUE
2024-01-07,19H 34M 0S,Sunday,ST PATRICK STATION,MUIRS,0,0,S,YU,0,Sunday,19,TRUE
2024-01-07,19H 43M 0S,Sunday,EGLINTON WEST STATION,MUIR,14,20,S,YU,5731,Sunday,19,TRUE
2024-01-07,20H 19M 0S,Sunday,ST CLAIR WEST STATION,MUSAN,6,12,S,YU,5451,Sunday,20,TRUE
2024-01-07,20H 49M 0S,Sunday,DUNDAS STATION,SUAP,0,0,N,YU,5703,Sunday,20,TRUE
2024-01-07,22H 0M 0S,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/BD,0,Sunday,22,TRUE
2024-01-07,22H 2M 0S,Sunday,BLOOR STATION,SUDP,0,0,NA,YU,0,Sunday,22,TRUE
2024-01-07,22H 8M 0S,Sunday,PAPE STATION,SUG,6,12,E,BD,5168,Sunday,22,TRUE
2024-01-07,22H 12M 0S,Sunday,DUFFERIN STATION,MUIS,0,0,NA,BD,0,Sunday,22,TRUE
2024-01-07,22H 35M 0S,Sunday,BROADVIEW STATION,SUDP,0,0,E,BD,0,Sunday,22,TRUE
2024-01-07,22H 52M 0S,Sunday,QUEEN'S PARK STATION,SUO,0,0,S,YU,0,Sunday,22,TRUE
2024-01-07,23H 31M 0S,Sunday,BLOOR STATION,SUUT,4,10,S,YU,5836,Sunday,23,TRUE
2024-01-07,23H 48M 0S,Sunday,UNION STATION,PUMEL,0,0,NA,YU,0,Sunday,23,TRUE
2024-01-07,6M 0S,Sunday,GLENCAIRN STATION,MUIRS,0,0,NA,YU,0,Sunday,0,TRUE
2024-01-07,12M 0S,Sunday,VAUGHAN MC STATION,MUIR,6,12,S,YU,6014,Sunday,0,TRUE
2024-01-07,24M 0S,Sunday,COLLEGE STATION,SUO,0,0,NA,YU,0,Sunday,0,TRUE
2024-01-07,1H 27M 0S,Sunday,DUNDAS WEST STATION,MUIS,0,0,E,BD,0,Sunday,1,TRUE
2024-01-07,1H 50M 0S,Sunday,KENNEDY BD STATION,SUO,0,0,E,BD,5253,Sunday,1,TRUE
